orig_indexA,orig_indexB,addressA,addressB,score
49211,8304,"Hampton by Hilton Oxford, Grenoble Road  Oxford, South East, OX44XP","Hampton by Hilton Oxford, Grenoble Road, Oxford, South East, OX44XP",0.8722
49484,293,"Russell Court, 31 Esplanade Road, Torbay, South West, TQ46BL","Russell Hotel, Esplanade Road, Paignton, , United Kingdom, Torbay, South West, TQ46BL",0.8
49627,4894,"The Park Hotel Peebles, Innerleithen Road PeeblesScotland, Scottish Borders, EH458BA","Park Hotel, Innerleithen Road, Scottish Borders, EH458BA",0.8
49807,7845,"Twr y Felin Hotel, Caerfai Road Pembrokeshire, SA626QT","Twr y Felin Hotel, Ffordd Caerfai, Pembrokeshire, SA626QT",0.8333
50620,2573,"Glendale Hotel, Plymouth Road PenarthCardiff, Vale of Glamorgan, CF643DH","Glendale Hotel, 8-10, Plymouth Road, Penarth, , United Kingdom, Vale of Glamorgan, CF643DH",0.8
50642,8193,"Navaar House, 23 Bog Road PenicuikMid Lothian, Midlothian, EH269BY","Navaar House, 23-25, Bog Road, Midlothian, EH269BY",0.8
51184,9574,"The Royal George Hotel, Tay Street Perth Scotland, Perth and Kinross, PH15LD","Royal George Hotel, Tay Street, Perth, Perth and Kinross, PH15LD",0.8
51214,7635,"Grampian Hotel, 37 York Place Perth Scotland, Perth and Kinross, PH28EH","Grampian Hotel, 37-39, York Place, Perth, Perth and Kinross, PH28EH",0.8
51244,6401,"Glencarse Hotel, Main Street Glencarse GlencarsePerth, Perth and Kinross, PH27LX","Glencarse Hotel, 7, Main Street, Glencarse, Perth and Kinross, PH27LX",0.8
51284,4568,"Holiday Inn Peterborough West, Thorpe Wood Peterborough, East of England, PE36SG","Holiday Inn Peterborough West, Thorpe Wood, Peterborough, , GB, East of England, PE36SG",0.8705
51377,10515,"The Seaview Hotel, Seaview Road Boddam, Aberdeenshire, AB423NS","Seaview Hotel, Seaview Road, Boddam, , GB, Aberdeenshire, AB423NS",0.8
51398,73,"Langrish House, Langrish  Petersfield, East Hampshire, South East, GU321RN","Langrish House, Petersfield, , United Kingdom, East Hampshire, South East, GU321RN",0.8
51422,4839,"The Old Railway Station, Station Road West Sussex, Chichester, South East, GU280JF","The Old Railway Station, Station Road, Petworth, Chichester, South East, GU280JF",0.8
51582,4887,"Moulin Hotel, 11 13 Kirkmichael Road Pitlochry, Perth and Kinross, PH165EW","Moulin Hotel, Kirkmichael Road, Moulin, Perth and Kinross, PH165EW",0.8
51585,2174,"McKays Hotel, Bar & Restaurant, 138 Atholl Road Pitlochry, Perth and Kinross, PH165AG","McKays Townhouse, 113, Atholl Road, Pitlochry, , United Kingdom, Perth and Kinross, PH165AG",0.8339
51585,6796,"McKays Hotel, Bar & Restaurant, 138 Atholl Road Pitlochry, Perth and Kinross, PH165AG","McKays, 113, Atholl Road, Pitlochry, Perth and Kinross, PH165AG",0.8642
51982,2566,"The Lorna Doone Hotel, High Street Porlock, Somerset, South West, TA248PS","Lorna Doone Hotel & Restaurant, High Street, Minehead, Somerset, , GB, South West, TA248PS",0.8
52019,655,"Port Charlotte Hotel, Main Street Isle Of Islay Isle of Islay, Argyll and Bute, PA487TU","Port Charlotte Hotel, Main Street, Port Charlotte, , United Kingdom, Argyll and Bute, PA487TU",0.8
52525,9948,"The Boyne Hotel, 2 North High Street Portsoy, Aberdeenshire, AB452PA","The Boyne Hotel, 2, North High Street, Aberdeenshire, AB452PA",0.8125
52581,7991,"The White House Manor, New Road PrestburyCheshire, Cheshire East, North West, SK104HP","The White House Manor Hotel, New Road, Prestbury, Cheshire East, North West, SK104HP",0.8
52718,8723,"The White Horse Inn Hotel, 2 The Square West Sussex Storrington StorringtonWest Sussex, Horsham, South East, RH204DJ","The White Horse, 2, The Square, Storrington, Horsham, South East, RH204DJ",0.8875
52721,5984,"Abingworth Hall, Storrington Road Thakeham ThakehamPulborough, Horsham, South East, RH203EF","Abingworth Hall, Storrington Road, Pulborough, , GB, Horsham, South East, RH203EF",0.8437
53132,5684,"Miller of Mansfield, High Street Goring GoringReading, South Oxfordshire, South East, RG89AW","The Miller of Mansfield, High Street, Goring, South Oxfordshire, South East, RG89AW",0.8
53147,4654,"Travelodge Reading Whitley, Basingstoke Road, 387 READING, South East, RG20JE","Travelodge, 387, Basingstoke Road, Reading, South East, RG20JE",0.8667
53155,696,"Beech House Hotel, 60 Bath Road Reading Berkshire, South East, RG302AY","Beech House, Bath Road, Reading, , United Kingdom, South East, RG302AY",0.8
53330,1909,"Sir Alfred Munnings Hotel, The Street MendhamSuffolk, Mid Suffolk, East of England, IP200NH","The Sir Alfred Munnings, The Street, Harleston, , United Kingdom, Mid Suffolk, East of England, IP200NH",0.8
53398,11330,"Glynhill Hotel, 169 Paisley Road RenfrewGlasgow, Renfrewshire, PA48XB","Glynhill Leisure Hotel, 169, Renfrew Road, Renfrewshire, PA48XB",0.8993
53654,8273,"Orange Tree, 45 Kew Road RichmondSurrey, Richmond upon Thames, London, TW92NQ","The Orange Tree, 45, Kew Road, Richmond, Richmond upon Thames, London, TW92NQ",0.8548
53658,9024,"Richmond Inn Hotel, 50-56 Sheen Road RichmondSurrey, Richmond upon Thames, London, TW91UG","Richmond Inn Hotel, 50-56, Sheen Road, Richmond, Richmond upon Thames, London, TW91UG",0.8714
53877,7064,"The Original Rosslyn Hotel, 2-4 Main Street RoslinScotland, Midlothian, EH259LE","The Original Rosslyn Inn, Main Street, Midlothian, EH259LE",0.8
53959,3266,"Hill Park Hotel, 10 Heath Road Rosyth Rosyth, Fife, KY112BT","Hillpark Hotel, 10, Heath Road, Rosyth, , GB, Fife, KY112BT",0.8973
53963,5946,"Newcastle House Rothbury, Front Street MorpethRothburyNorthumberland, North East, NE657UT","Newcastle House Hotel, Front Street, Rothbury, Northumberland, North East, NE657UT",0.8477
53967,8256,"Coquetvale Hotel, Station Road Rothbury RothburyNorthumberland, North East, NE657QH","The Coquetvale Hotel, Station Road, Rothbury, Northumberland, North East, NE657QH",0.8
54007,3304,"Commodore Guest House and Self Catering, 12 Battery Place Rothesay, Argyll and Bute, PA209DP","Cannon House Hotel, 5, Battery Place, Rothesay, , GB, Argyll and Bute, PA209DP",0.8759
54036,6936,"Blue Bell, Rothwell Rothwell, North Northamptonshire, East Midlands, NN146BP","The Blue Bell Hotel, Bell Hill, Kettering, North Northamptonshire, East Midlands, NN146BP",0.8
54101,9279,"Diamond House, 28 30 Hillmorton Rd RugbyWarwickshire, West Midlands, CV225AA","Diamond House, 30, Hillmorton Road, , GB, Rugby, West Midlands, CV225AA",0.8516
54134,4029,"Campanile Runcorn, Lowlands Road  Runcorn Cheshire, Halton, North West, WA75TP","Campanile, Lowlands Road, Runcorn, Halton, North West, WA75TP",0.8
54370,4775,"Best Western Dolphin Hotel, London Road Saint IvesCambridgeshire, Huntingdonshire, East of England, PE275EP","Dolphin Hotel, London Road, St Ives, Huntingdonshire, East of England, PE275EP",0.8
54383,1236,"The Lion Hotel, High Street  Buckden, Huntingdonshire, East of England, PE195XA","The Lion, 46, High Street, St Neots, , United Kingdom, Huntingdonshire, East of England, PE195XA",0.8
54424,6912,"AC Hotel Manchester Salford Quays, 17 19 Trafford Road Salford Quays Salford QuaysManchester, North West, M53AW","AC Hotel, 17, Trafford Road, Salford, North West, M53AW",0.8
54425,7732,"Travelodge Manchester Central, 11 Blackfriars Street Townbury House Manchester, Salford, North West, M35AL","Travelodge Manchester Central, 11, Blackfriars Street, Salford, North West, M35AL",0.8071
54490,7212,"Mercure Salisbury White Hart Hotel, St John St  Salisbury, Wiltshire, South West, SP12SD","Mercure Salisbury White Hart, 1, St John's Street, Salisbury, Wiltshire, South West, SP12SD",0.8106
54771,8180,"Bertram Lodge, Leed Street, 3 SANDOWN, Isle of Wight, South East, PO369DA","Bertram Lodge, 3, Leed Street, Sandown, , GB, Isle of Wight, South East, PO369DA",0.875
54772,2784,"Melville Hall Hotel and Utopia Spa, Melville Street Sandown Isle of Wight, South East, PO369DH","Melville Hall Hotel, Melville Street, Sandown, , GB, Isle of Wight, South East, PO369DH",0.8891
55391,3017,"The Shetland Hotel, Holmsgarth Road Lerwick Shetland, Shetland Islands, ZE10PW","The Shetland Hotel, Holmsgarth Road, Shetland, , United Kingdom, Shetland Islands, ZE10PW",0.8
55488,1146,"The Avondale, 4 5 Avondale Road SeafordEast Sussex, Lewes, South East, BN251RJ","The Avondale, 4-5, Avondale Road, Seaford, , United Kingdom, Lewes, South East, BN251RJ",0.8733
55489,9404,"The Wellington, 33 Steyne Road SeafordEast Sussex, Lewes, South East, BN251HT","Wellington Hotel, 33, Steyne Road, Seaford, Lewes, South East, BN251HT",0.861
55523,7481,"The Bamburgh Castle Inn, Seahouses Northumberland, North East, NE687SQ","Bamburgh Castle Inn, Harbour Road, Seahouses, Northumberland, North East, NE687SQ",0.8999
55544,7675,"Sella Park House Hotel, Calderbridge Cumbria, Cumberland, North West, CA201DW","Sella Park, Calder Bridge, Cumberland, North West, CA201DW",0.8
55604,5354,"The Seaview Hotel And Restaurant, The High Street Seaview, Isle of Wight, South East, PO345EX","Seaview Hotel, High Street, Seaview, , GB, Isle of Wight, South East, PO345EX",0.8538
55675,10353,"The Glen Hotel, Yarrow Terrace Selkirk, Scottish Borders, TD75AS","The Glen Hotel, Yarrow Terrace, Selkirk, Scottish Borders, TD75AS",0.8
55799,5551,"Bourne Hall Country Hotel, Luccombe Rd Shanklin Isle of Wight, South East, PO376RR","Bourne Hall Country House Hotel, 11, Luccombe Road, Shanklin, Isle Of Wight, , GB, South East, PO376RR",0.875
55825,5235,"Luccombe Manor Country House Hotel, Popham Road Shanklin Isle of Wight, South East, PO376RG","Luccombe Manor, Popham Road, Shanklin, , GB, Isle of Wight, South East, PO376RG",0.8956
55825,5236,"Luccombe Manor Country House Hotel, Popham Road Shanklin Isle of Wight, South East, PO376RG","Rylstone Manor Hotel, 10, Popham Road, Shanklin, , GB, Isle of Wight, South East, PO376RG",0.8
55834,8395,"The Kenbury B&B, Clarence Road Shanklin, Isle of Wight, South East, PO377BH","The Kenbury, Clarence Road, Shanklin, , GB, Isle of Wight, South East, PO377BH",0.8415
55866,8862,"Victoria Lodge Hotel, Alexandra Road Shanklin Isle Of Wight, South East, PO376AF","Victoria Lodge Hotel, 5, Alexandra Road, Shanklin, , GB, Isle of Wight, South East, PO376AF",0.8928
56087,5734,"Holiday Inn London Shepperton, Felix Lane Shepperton, Spelthorne, South East, TW178NP","Holiday Inn Shepperton, Felix Lane, Shepperton, Surrey, , GB, Spelthorne, South East, TW178NP",0.8965
56291,7378,"Premier Inn Shrewsbury Town Centre, Smithfield Road Shrewsbury Shrewsbury, Shropshire, West Midlands, SY11QB","Premier Inn, Smithfield Road, Shrewsbury, Shropshire, West Midlands, SY11QB",0.8495
56484,7378,"Premier Inn Shrewsbury Town Centre, Smithfield Road Shrewsbury Shrewsbury, Shropshire, West Midlands, SY11QB","Premier Inn, Smithfield Road, Shrewsbury, Shropshire, West Midlands, SY11QB",0.8495
56781,1294,"Hotel Riviera, The Esplanade SidmouthDevon, East Devon, South West, EX108AY","Hotel Riviera, The Esplanade, Sidmouth, , United Kingdom, East Devon, South West, EX108AY",0.8
56783,495,"The Belmont Hotel, The Esplanade Sidmouth, East Devon, South West, EX108RX","Belmont Hotel, The Esplanade, Sidmouth, , United Kingdom, East Devon, South West, EX108RX",0.8622
56787,1295,"The Bedford Hotel, Esplanade Sidmouth Devon, East Devon, South West, EX108NR","Bedford Hotel, The Esplanade, Sidmouth, , United Kingdom, East Devon, South West, EX108NR",0.8455
56788,1297,"The Elizabeth, The Esplanade SidmouthDevon, East Devon, South West, EX108AT","Elizabeth Hotel, The Esplanade, Sidmouth, , United Kingdom, East Devon, South West, EX108AT",0.8
56789,1296,"Kingswood & Devoran Hotel, The Esplanade SidmouthDevon, East Devon, South West, EX108AX","The Kingswood Hotel, The Esplanade, Sidmouth, , United Kingdom, East Devon, South West, EX108AX",0.8
56790,4354,"The Woodlands Hotel, Station Road SidmouthDevon, East Devon, South West, EX108HG","Woodlands Hotel, Station Road, Sidmouth, East Devon, South West, EX108HG",0.8
56794,1292,"Hunters Moon Hotel, Sid Road SidmouthDevon, East Devon, South West, EX109AA","Hunters Moon, Sid Road, East Devon, , United Kingdom, South West, EX109AA",0.8
56822,7536,"The Golf Hotel, Criffel Street  Silloth - On - Solway, Cumberland, North West, CA74AB","The Golf Hotel, Criffel Street, Silloth, Cumberland, North West, CA74AB",0.8
56889,3284,"The Queens Hotel, 49 Scarborough Avenue Lincolnshire SkegnessLincolnshire, East Lindsey, East Midlands, PE252TD","The Queens Hotel, 49, Scarbrough Avenue, Skegness, , GB, East Lindsey, East Midlands, PE252TD",0.8125
56905,10246,"Hotel No 8, South Parade SkegnessLincolnshire, East Lindsey, East Midlands, PE253HW","Hotel No8, 8, South Parade, Skegness, East Lindsey, East Midlands, PE253HW",0.8
56922,5545,"Balmoral, 28 South Parade SkegnessLincolnshire, East Lindsey, East Midlands, PE253HW","The Balmoral Hotel, 28, South Parade, Skegness, , GB, East Lindsey, East Midlands, PE253HW",0.8805
56926,3288,"The Chatsworth Bed and Breakfast, 15-16 North Parade SkegnessLincolnshire, East Lindsey, East Midlands, PE252UB","The Chatsworth Hotel, 15-16, North Parade, Skegness, , GB, East Lindsey, East Midlands, PE252UB",0.8
57218,11266,"Slaley Hall SlaleyHexhamNorthumberland, North East, NE470BX","Slaley Hall, Slaley, Northumberland, North East, NE470BX",0.8174
57391,8067,"Royal Ship, Queens Square Dolgellau, Gwynedd, LL401AR","Royal Ship Hotel, Queen Square, Dolgellau, Gwynedd, LL401AR",0.888
57979,11189,"The Arden Hotel & Leisure Club, Coventry Road, Bickenhill BickenhillSolihull, West Midlands, B920EH","Arden Hotel, Coventry Road, Birmingham, , GB, Solihull, West Midlands, B920EH",0.8
57991,6658,"Strawberry Bank Hotel, Main Rd Meriden MeridenCoventryWest Midlands, Solihull, CV77NF","Strawberry Bank Hotel & Restaurant, 72, Main Road, Meriden, , GB, Solihull, West Midlands, CV77NF",0.8625
57993,11198,"Forest Hotel, Station Approach DorridgeSolihull, West Midlands, B938JA","The Forest Hotel, Station Approach, Solihull, West Midlands, B938JA",0.8
58099,2566,"The Lorna Doone Hotel, High Street Porlock, Somerset, South West, TA248PS","Lorna Doone Hotel & Restaurant, High Street, Minehead, Somerset, , GB, South West, TA248PS",0.8
58119,2845,"Northfield Hotel, Northfield Road Minehead Somerset, South West, TA245PU","The Nortfield Hotel, Northfield Road, Minehead, , United Kingdom, Somerset, South West, TA245PU",0.8856
58127,10550,"The Phoenix Hotel, 15 Fore Street Chard, Somerset, South West, TA201PH","The Phoenix Hotel, Fore St, Chard, Somerset, South West, TA201PH",0.8166
58141,5075,"Travelodge Taunton, Riverside Retail Park Hankridge Farm Blackbrook Park Hankridge FarmBlackbrook ParkTaunton, Somerset, South West, TA12LR","Travelodge, Heron Gate Office Park, Taunton, Somerset, , GB, South West, TA12LR",0.8
58158,6974,"Meryan House Hotel, Bishops Hull Road Bishops Hull Bishops HullTaunton, Somerset, South West, TA15EG","Meryan House Hotel, Bishops Hull Road, Taunton, , GB, Somerset, South West, TA15EG",0.8
58162,5144,"Days Inn Taunton, Roadchef Motorway Svc Area M5 Southbound Trullm M5 Southbound TrullmTaunton, Somerset, South West, TA37PF","Days Inn, Taunton, Somerset, , GB, South West, TA37PF",0.8
58433,5270,"The Tudor Hotel & Restaurant, 21 St Mary's Street Bridgwater, Somerset, South West, TA63LX","The Tudor Hotel & Restaurant, 21-25, St Mary Street, Bridgwater, Somerset, , GB, South West, TA63LX",0.88
58437,9757,"Holiday Inn Express Bridgwater M5, Market Way, Bridgwater, , United Kingdom, Somerset, South West, TA66DF","Holiday Inn Express, Market Way, Bridgwater, Somerset, , GB, South West, TA66DF",0.8609
58518,6654,"The Great Western Hotel, Station Approach, Somerset, South West, TA11QW","The Great Western Hotel, Station Approach, Taunton, Somerset, , GB, South West, TA11QW",0.8
58838,6655,"The Sea Hotel - Sure Hotel Collection by Best Western, Sea Road South ShieldsTyne & Wear, South Tyneside, North East, NE332LD","The Sea Hotel, Sea Road, South Shields, South Tyneside, North East, NE332LD",0.8
58839,5414,"Little Haven Hotel, River Drive Littlehaven Tyne & Wear LittlehavenSouth Shields Tyne & Wear, South Tyneside, North East, NE331LH","The Little Haven, River Drive, South Shields, South Tyneside, North East, NE331LH",0.8
58844,8270,"Premier Inn South Shields Port Of Tyne, 2 Hobson Way Newcastle RoadSouth ShieldsTyne and Wear, South Tyneside, North East, NE349PU","Premier Inn - South Shields Port of Tyne, 2, Hobson Way, South Shields, South Tyneside, North East, NE349PU",0.8757
58886,4773,"Macdonald Botley Park Hotel & Spa, Winchester Road Botley Boorley Green Boorley GreenSouthampton, Eastleigh, South East, SO322UA","Macdonald Botley Park Hotel & Spa, Winchester Road, Southampton, Eastleigh, South East, SO322UA",0.8
58886,5641,"Macdonald Botley Park Hotel & Spa, Winchester Road Botley Boorley Green Boorley GreenSouthampton, Eastleigh, South East, SO322UA","Macdonald Botley Park Hotel & Spa, Winchester Road, Southampton, Eastleigh, South East, SO322UA",0.8
58928,5016,"Premier Inn Southampton City Centre, 6 Dials New Road Southampton, South East, SO140AB","Premier Inn, New Road, Southampton, South East, SO140AB",0.8182
58932,11254,"Premier Inn Southampton North, Romsey Road Nursling NurslingSouthampton, Test Valley, South East, SO160XJ","Premier Inn Southampton North, Romsey Road, Southampton, Test Valley, South East, SO160XJ",0.8
59134,3146,"Balmoral Lodge Hotel, 41 Queens Road Southport, Sefton, North West, PR99EX","Balmoral Lodge Hotel, 41, Queen Street, Southport, , United Kingdom, Sefton, North West, PR99EX",0.8826
59444,247,"Holiday Inn Luton-South M1, Jct.9, London Road Markyate MarkyateLuton, Dacorum, East of England, AL38HH","Holiday Inn, London Road, St Albans, , United Kingdom, Dacorum, East of England, AL38HH",0.8
59446,469,"Mercure St Albans The Noke, Watford Road St. Albans, St Albans, East of England, AL23DS","Mercure Noke Hotel St Albans, Watford Road, St. Albans, , United Kingdom, East of England, AL23DS",0.8878
59452,1228,"Ardmore House Hotel, 54 Lemsford Rd Saint AlbansHertfordshire, St Albans, East of England, AL13PR","Ardmore House Hotel, 54, Lemsford Road, St Albans, Hertfordshire, , GB, East of England, AL13PR",0.832
59497,2663,"Five Pilmour Place, 5 Pilmour Place Saint AndrewsScotland, Fife, KY169HZ","Pilmour Hotel, 1, Pilmour Place, St Andrews, , United Kingdom, Fife, KY169HZ",0.8
59758,1452,"Manor House Hotel, 11-12 Main Street Saint BeesCumbria, Cumberland, North West, CA270DE","Manor House, 11-12, Main Street, St Bees, , United Kingdom, Cumberland, North West, CA270DE",0.8
59763,1453,"Queens Hotel, Main Street St Bees, Cumberland, North West, CA270DE","Queens Hotel, 130, Main Street, St Bees, , United Kingdom, Cumberland, North West, CA270DE",0.82
59887,8300,"The St Ives Bay Hotel, The Terrace St Ives, Cornwall, South West, TR262BP","St Ives Bay Hotel, The Terrace, St Ives, , GB, Cornwall, South West, TR262BP",0.8
60070,10887,"Spread Eagle, Watling Street Gailey, South Staffordshire, West Midlands, ST195PN","Spread Eagle by Marston's Inns, Watling Street, Gailey, South Staffordshire, West Midlands, ST195PN",0.8916
60085,6829,"Premier Inn Burton On Trent Central, Wellington Road Burton On Trent Staffordshire, East Staffordshire, West Midlands, DE142DQ","Premier Inn, Wellington Road, Burton-on-Trent, East Staffordshire, West Midlands, DE142DQ",0.8
60103,6536,"Dovecliff Hall Hotel, Dovecliff Road Stretton StrettonBurton upon TrentStaffordshire, East Staffordshire, West Midlands, DE130DJ","Dovecliff Hall Hotel, Dovecliff Road, Burton-on-Trent, East Staffordshire, West Midlands, DE130DJ",0.8
60108,8186,"Holiday Inn Stoke on Trent M6 Jct 15, Clayton Road Newcastle-under-Lyme, West Midlands, ST54DL","Holiday Inn, Clayton Road, Newcastle-under-Lyme, West Midlands, ST54DL",0.8453
60111,5998,"Travelodge Stoke-on-Trent Trentham, LONGTON ROAD, 206 STOKE ON TRENT, West Midlands, ST48BU","Travelodge, Longton Road, Stoke-on-Trent, West Midlands, ST48BU",0.8274
60150,163,"Grail Court Hotel, Station street Burton-Upon-TrentStaffordshire, East Staffordshire, West Midlands, DE141BN","Grail Court Hotel, Station Street, Burton-on-Trent, , United Kingdom, East Staffordshire, West Midlands, DE141BN",0.8
60166,8087,"Premier Inn Tamworth South, Watling Street Wilnecote WilnecoteTamworth, West Midlands, B775PN","Premier Inn - Tamworth South, Watling Street, Tamworth, West Midlands, B775PN",0.8
60175,344,"Three Queens Hotel, One Bridge Street Burton upon TrentStaffordshire, East Staffordshire, West Midlands, DE141SY","Three Queen's Hotel, 1, Bridge Street, Burton-on-Trent, , United Kingdom, East Staffordshire, West Midlands, DE141SY",0.8
60204,2108,"Hoar Cross Hall, Maker Lane.Hoar Cross Hoar CrossBurton upon TrentStaffordshire, East Staffordshire, West Midlands, DE138QS","Hoar Cross Hall, Maker Lane, Burton-on-Trent, , United Kingdom, East Staffordshire, West Midlands, DE138QS",0.8
60213,658,"The Boars Head Hotel, Station Road Draycott In The Clay Draycott-in-the-clay Draycott in the Clay Ashbourne, East Staffordshire, West Midlands, DE65GX","Boars Head Hotel, Station Road, Ashbourne, , United Kingdom, East Staffordshire, West Midlands, DE65GX",0.8
60216,235,"The White Hart Hotel, 6-8 Carter Street Uttoxeter, East Staffordshire, West Midlands, ST148EU","The White Hart Hotel, Carter Street, Uttoxeter, , United Kingdom, East Staffordshire, West Midlands, ST148EU",0.8563
60221,8074,"Tamworth Arms, Lichfield Street TamworthEngland, West Midlands, B797QL","The Tamworth Arms, 71, Lichfield Street, Tamworth, West Midlands, B797QL",0.8
60237,7564,"Clayhanger Guest House 40 42 King Street Newcastle Under LymeStaffordshire, Newcastle-under-Lyme, West Midlands, ST51HX","Clayhanger Guest House, 40-42, King Street, Newcastle-under-Lyme, West Midlands, ST51HX",0.8179
60241,10887,"Spread Eagle, Watling Street Gailey, South Staffordshire, West Midlands, ST195PN","Spread Eagle by Marston's Inns, Watling Street, Gailey, South Staffordshire, West Midlands, ST195PN",0.8916
60274,9538,"Hilton Garden Inn Stoke on Trent  United Kingdom, Potteries Way, Hanley, Stoke on Trent , United Kingdom, Stoke-on-Trent, West Midlands, ST14QA","Hilton Garden Inn Stoke on Trent, Potteries Way, Stoke-on-Trent, West Midlands, ST14QA",0.8364
60275,4657,"Days Inn by Wyndham Stafford, Roadchef Motorway Service Area, M6 Southbound Staffordshire, Stone, England, West Midlands, ST150XE","Days Inn, Stafford, West Midlands, ST150XE",0.8
60484,273,"The William Cecil, High Street St Martins StamfordLincolnshire, South Kesteven, East Midlands, PE92LJ","The William Cecil Hotel, 36-38, High Street St Martin's, Stamford, , United Kingdom, South Kesteven, East Midlands, PE92LJ",0.8
60496,3460,"Candlesticks, 1 Church Ln StamfordLincolnshire, South Kesteven, East Midlands, PE92JU","Candlesticks, 1, Church Lane, Stamford, , United Kingdom, South Kesteven, East Midlands, PE92JU",0.87
60502,3961,"Beamish Hall Country House Hotel BW Premier Collection, Beamish StanleyDurham, County Durham, North East, DH90YB","Beamish Hall Country House Hotel, Stanley, County Durham, North East, DH90YB",0.8222
60525,2775,"Novotel London Stansted, Round Coppice Road . London Stansted Airport Stansted, Uttlesford, East of England, CM241SF","Novotel Stansted Airport, Round Coppice Road, Stansted, , GB, Uttlesford, East of England, CM241SF",0.8769
60556,10129,"Novotel Stevenage, Knebworth Park Stevenage, East of England, SG12AX","Novotel, Stevenage, East of England, SG12AX",0.8
60579,1955,"Golden Lion Hotel, 8 10 King St Stirling Scotland, FK81BD","Golden Lion, 8-10, King Street, Stirling, , United Kingdom, FK81BD",0.8333
60717,4319,"Premier Inn Stockton On Tees Middlesbrough, Whitewater Way Thornaby Stockton On Tees ThornabyStockton On TeesCountry Durham, Stockton-on-Tees, North East, TS176QB","Premier Inn Stockton on Tees/Middlesbrough, Whitewater Way, Stockton-on-Tees, , GB, North East, TS176QB",0.8609
60725,3332,"Kingswood Guest House, 379 Norton Road Norton Stockton On Tees, Stockton-on-Tees, North East, TS202PJ","Kingswood Hotel, 379, Norton Road, Stockton-on-Tees, , GB, North East, TS202PJ",0.8
60732,2183,"Rosedene House, Viewley Hill Farm Stockton-on-Tees, North East, TS201PQ","Rosedene House B&B, Sandy Road West, Stockton-on-Tees, , United Kingdom, North East, TS201PQ",0.8822
60743,9523,"Hampton By Hilton Stockton On Tees, Church Road Stockton-on-Tees, North East, TS181TW","Hampton by Hilton Stockton on Tees, Church Road, Stockton-on-Tees, , GB, North East, TS181TW",0.8609
60758,1779,"Woodlands Park Hotel, Woodlands Lane Stoke D'abernon Stoke D'Abernon CobhamSurrey, Elmbridge, South East, KT113QB","Woodlands Park Hotel, Woodlands Lane, Stoke D'abernon, Cobham,, , United Kingdom, Elmbridge, South East, KT113QB",0.8014
60776,5998,"Travelodge Stoke-on-Trent Trentham, LONGTON ROAD, 206 STOKE ON TRENT, West Midlands, ST48BU","Travelodge, Longton Road, Stoke-on-Trent, West Midlands, ST48BU",0.8274
60810,9538,"Hilton Garden Inn Stoke on Trent  United Kingdom, Potteries Way, Hanley, Stoke on Trent , United Kingdom, Stoke-on-Trent, West Midlands, ST14QA","Hilton Garden Inn Stoke on Trent, Potteries Way, Stoke-on-Trent, West Midlands, ST14QA",0.8364
60881,4657,"Days Inn by Wyndham Stafford, Roadchef Motorway Service Area, M6 Southbound Staffordshire, Stone, England, West Midlands, ST150XE","Days Inn, Stafford, West Midlands, ST150XE",0.8
60932,4256,"Royal Hotel, Cromwell St StornowayIsle Of Lewis, Na h-Eileanan Siar, HS12DG","Royal Hotel, Stornoway, , GB, Na h-Eileanan Siar, HS12DG",0.8
61101,3809,"Crowne Plaza Stratford Upon Avon, Bridgefoot Stratford Upon Avon, Stratford-on-Avon, West Midlands, CV376YR","Crowne Plaza, Bridgefoot, Stratford-Upon-Avon, Stratford-on-Avon, West Midlands, CV376YR",0.8608
61105,3678,"The White Swan Hotel, Rother Street Stratford-upon-AvonWarwickshire, Stratford-on-Avon, West Midlands, CV376NH","White Swan Hotel, Rother Street, Stratford-upon-Avon, , United Kingdom, Stratford-on-Avon, West Midlands, CV376NH",0.8
61105,5658,"The White Swan Hotel, Rother Street Stratford-upon-AvonWarwickshire, Stratford-on-Avon, West Midlands, CV376NH","White Swan Hotel, Rother Street, Stratford-upon-Avon, Stratford-on-Avon, West Midlands, CV376NH",0.8
61149,5698,"Indigo Stratford Upon Avon, 4 Chapel Street Stratford Upon Avon, Stratford-on-Avon, West Midlands, CV376HA","Hotel Indigo, Chapel Street, Stratford-on-Avon, West Midlands, CV376HA",0.8
61350,9493,"The Mill Hotel, Walnut Tree Lane SudburySuffolk, Babergh, East of England, CO101BD","The Mill Hotel, Walnut Tree Lane, Sudbury, , GB, Babergh, East of England, CO101BD",0.8
61353,8757,"The George and Dragon Hotel, Hall Street Long Melford Long MelfordSudbury, Babergh, East of England, CO109JA","George and Dragon Hotel, Hall Street, Sudbury, Babergh, East of England, CO109JA",0.8
61364,658,"The Boars Head Hotel, Station Road Draycott In The Clay Draycott-in-the-clay Draycott in the Clay Ashbourne, East Staffordshire, West Midlands, DE65GX","Boars Head Hotel, Station Road, Ashbourne, , United Kingdom, East Staffordshire, West Midlands, DE65GX",0.8
61403,9543,"Premier Inn Sunderland City Centre, Hind Street SunderlandTyne & Wear, North East, SR13QD","Premier Inn, 1-3, Hind Street, Sunderland, North East, SR13QD",0.864
61476,5294,"Strattons Hotel, 4 Ash Close SwaffhamNorfolk, Breckland, East of England, PE377NH","Strattons Hotel, 4, Ash Close, Swaffham, , GB, Breckland, East of England, PE377NH",0.8485
